TGNR	has_bruker_maldi	code_count	codes	has_medianpeaks	csv_file_count	run_accession	sample_accession	experiment_accession	inferred_year	phylogroup	phylogroup_rough	best_mash_dist	ST	is_ST131	one_representative_per_case	papG_variant	amr_gene_count	amr_genes	amr_products	vitek_CIP_result	vitek_CTR_result	vitek_MER_result	vitek_NFT_result	vitek_FOT_result	mic_vitek_CIP	mic_vitek_CTR	mic_vitek_MER	mic_vitek_NFT	mic_vitek_FOT	etest_CIP_result	etest_CTR_result	mic_etest_CIP	mic_etest_CTR
720931-18	True	0		True	4	ERR10177500	SAMEA111331772	ERX9713969	2018	B2-1	B2	0.00134525	131	True	False	no papG	11	aadA5;aph(3'')-Ib;aph(6)-Id;blaCTX-M-27;blaEC-5;dfrA17;mph(A);qacEdelta1;sul1;sul2;tet(A)	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5;Mph(A) family macrolide 2'-phosphotransferase;aminoglycoside O-phosphotransferase APH(3'')-Ib;aminoglycoside O-phosphotransferase APH(6)-Id;cephalosporin-hydrolyzing class C beta-lactamase EC-5;class A extended-spectrum beta-lactamase CTX-M-27;quaternary ammonium compound efflux SMR transporter QacE delta 1;sulfonamide-resistant dihydropteroate synthase Sul1;sulfonamide-resistant dihydropteroate synthase Sul2;tetracycline efflux MFS transporter Tet(A);trimethoprim-resistant dihydrofolate reductase DfrA17	resistent	resistent	sensibel	sensibel	sensibel	>=4	>=64	<=0.25	<=16	<=16	NA	NA	NA	NA
720933-18	True	0		True	5	ERR10177501	SAMEA111331773	ERX9713970	2018	B2-2	B2	0.0135508	6480*?	False	True	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	resistent	sensibel	sensibel	sensibel	sensibel	>=4	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
720947-18	True	0		True	4	ERR10177502	SAMEA111331774	ERX9713971	2018	B2-2	B2	0.0127625	95	False	True	no papG	2	blaEC-5;tet(34)	cephalosporin-hydrolyzing class C beta-lactamase EC-5;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
720950-18	True	0		True	4	ERR10177503	SAMEA111331775	ERX9713972	2018	B2-2	B2	0.00895949	141	False	True	no papG_papGIII	1	blaEC-19	class C extended-spectrum beta-lactamase EC-19	NA	sensibel	NA	NA	sensibel	NA	<=1	NA	NA	=32	sensibel	NA	=0.008	NA
720953-18	True	0		True	4	ERR10177504	SAMEA111331776	ERX9713973	2018	B2-2	B2	0.00949519	127	False	True	no papG_papGIII	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
720954-18	True	0		True	4	ERR10177505	SAMEA111331777	ERX9713974	2018	B2-2	B2	0.010441	95	False	True	no papG_papGII	2	blaEC-5;tet(34)	cephalosporin-hydrolyzing class C beta-lactamase EC-5;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
720965-18	True	0		True	4	ERR10177506	SAMEA111331778	ERX9713975	2018	B2-2	B2	0.0135656	1193	False	False	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
720968-18	True	0		True	4	ERR10177507	SAMEA111331779	ERX9713976	2018	A	A	0.00460207	10	False	True	no papG	2	blaEC-8;tet(34)	cephalosporin-hydrolyzing class C beta-lactamase EC-8;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	resistent	sensibel	sensibel	sensibel	sensibel	>=4	<=1	<=0.25	<=16	=32	NA	NA	NA	NA
720970-18	True	0		True	4	ERR10177508	SAMEA111331780	ERX9713977	2018	B2-2	B2	0.010492	95	False	False	no papG_papGII	2	blaEC-5;tet(34)	cephalosporin-hydrolyzing class C beta-lactamase EC-5;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
720974-19	False	0		False	0	ERR10177509	SAMEA111331781	ERX9713978	2019	D1	D	0.00480339	69	False	True	no papG	8	aac(3)-IId;aadA5;blaEC-8;blaTEM-1;dfrA17;mph(A);qacEdelta1;sul1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5;Mph(A) family macrolide 2'-phosphotransferase;aminoglycoside N-acetyltransferase AAC(3)-IId;cephalosporin-hydrolyzing class C beta-lactamase EC-8;class A broad-spectrum beta-lactamase TEM-1;quaternary ammonium compound efflux SMR transporter QacE delta 1;sulfonamide-resistant dihydropteroate synthase Sul1;trimethoprim-resistant dihydrofolate reductase DfrA17	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
720977-19	False	0		False	0	ERR10177510	SAMEA111331782	ERX9713979	2019	B2-2	B2	0.010931	636	False	True	no papG	1	blaEC-19	class C extended-spectrum beta-lactamase EC-19	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
720980-19	False	0		False	0	ERR10177511	SAMEA111331783	ERX9713980	2019	B1	B1	0.00800873	2628	False	False	no papG_papGIII	3	blaEC-13;blaTEM-1;tet(34)	class A broad-spectrum beta-lactamase TEM-1;class C extended-spectrum beta-lactamase EC-13;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	resistent	sensibel	sensibel	sensibel	sensibel	>=4	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
720989-18	True	0		True	4	ERR10177512	SAMEA111331784	ERX9713981	2018	A	A	0.00458019	10	False	True	no papG	11	aadA1;aph(3'')-Ib;aph(6)-Id;blaEC-8;blaTEM-235;dfrA1;qacEdelta1;sul1;sul2;tet(34);tet(A)	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1;aminoglycoside O-phosphotransferase APH(3'')-Ib;aminoglycoside O-phosphotransferase APH(6)-Id;cephalosporin-hydrolyzing class C beta-lactamase EC-8;class A beta-lactamase TEM-235;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34);quaternary ammonium compound efflux SMR transporter QacE delta 1;sulfonamide-resistant dihydropteroate synthase Sul1;sulfonamide-resistant dihydropteroate synthase Sul2;tetracycline efflux MFS transporter Tet(A);trimethoprim-resistant dihydrofolate reductase DfrA1	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
720999-19	False	0		False	0	ERR10177513	SAMEA111331785	ERX9713982	2019	B2-2	B2	0.0099584	127	False	True	no papG_papGIII	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721001-18	True	0		True	4	ERR10177514	SAMEA111331786	ERX9713983	2018	B2-1	B2	0.00163499	131	True	False	no papG_papGII	2	blaCTX-M-15;blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5;class A extended-spectrum beta-lactamase CTX-M-15	resistent	resistent	sensibel	sensibel	sensibel	>=4	>=64	<=0.25	<=16	<=16	NA	NA	NA	NA
721003-18	True	0		True	4	ERR10177515	SAMEA111331787	ERX9713984	2018	B1	B1	0.00982613	533	False	True	no papG	6	aph(3'')-Ib;aph(6)-Id;blaEC-18;floR;sul2;tet(A)	aminoglycoside O-phosphotransferase APH(3'')-Ib;aminoglycoside O-phosphotransferase APH(6)-Id;chloramphenicol/florfenicol efflux MFS transporter FloR;class C extended-spectrum beta-lactamase EC-18;sulfonamide-resistant dihydropteroate synthase Sul2;tetracycline efflux MFS transporter Tet(A)	resistent	resistent	sensibel	sensibel	sensibel	>=4	>=64	<=0.25	=64	<=16	NA	NA	NA	NA
721011-19	False	0		False	0	ERR10177516	SAMEA111331788	ERX9713985	2019	B2-2	B2	0.00221097	73	False	True	no papG_papGII	5	aadA1;blaEC-5;blaSHV-1;qacEdelta1;sul1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1;cephalosporin-hydrolyzing class C beta-lactamase EC-5;class A broad-spectrum beta-lactamase SHV-1;quaternary ammonium compound efflux SMR transporter QacE delta 1;sulfonamide-resistant dihydropteroate synthase Sul1	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721026-19	False	0		False	0	ERR10177517	SAMEA111331789	ERX9713986	2019	B2-2	B2	0.00991697	127	False	True	no papG_papGIII	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721027-19	False	0		False	0	ERR10177518	SAMEA111331790	ERX9713987	2019	B2-2	B2	0.0101041	127	False	False	no papG_papGIII	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721050-19	False	0		False	0	ERR10177519	SAMEA111331791	ERX9713988	2019	B1	B1	0.00798995	2628	False	False	no papG_papGIII	3	blaEC-13;blaTEM-1;tet(34)	class A broad-spectrum beta-lactamase TEM-1;class C extended-spectrum beta-lactamase EC-13;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721080-19	False	0		False	0	ERR10177520	SAMEA111331792	ERX9713989	2019	B2-2	B2	0.00963344	127	False	False	no papG_papGIII	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721120-18-wh	False	0		False	0	ERR10177521	SAMEA111331793	ERX9713990	2018	A	A	0.00852649	1630	False	False	no papG	12	aadA1;aadA2;aph(3')-Ia;blaEC-15;blaTEM-171;cmlA1;dfrA12;mef(B);qacL;sul3;tet(34);tet(A)	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1;ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2;aminoglycoside O-phosphotransferase APH(3')-Ia;chloramphenicol efflux MFS transporter CmlA1;class A beta-lactamase TEM-171;class C extended-spectrum beta-lactamase EC-15;macrolide efflux MFS transporter Mef(B);oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34);quaternary ammonium compound efflux SMR transporter QacL;sulfonamide-resistant dihydropteroate synthase Sul3;tetracycline efflux MFS transporter Tet(A);trimethoprim-resistant dihydrofolate reductase DfrA12														
721147-18	True	0		True	4	ERR10177522	SAMEA111331794	ERX9713991	2018	A	A	0.0086038	1630	False	False	no papG	12	aadA1;aadA2;aph(3')-Ia;blaEC-15;blaTEM-171;cmlA1;dfrA12;mef(B);qacL;sul3;tet(34);tet(A)	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1;ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2;aminoglycoside O-phosphotransferase APH(3')-Ia;chloramphenicol efflux MFS transporter CmlA1;class A beta-lactamase TEM-171;class C extended-spectrum beta-lactamase EC-15;macrolide efflux MFS transporter Mef(B);oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34);quaternary ammonium compound efflux SMR transporter QacL;sulfonamide-resistant dihydropteroate synthase Sul3;tetracycline efflux MFS transporter Tet(A);trimethoprim-resistant dihydrofolate reductase DfrA12	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	=32	<=16	NA	NA	NA	NA
721159-18	True	0		True	4	ERR10177523	SAMEA111331795	ERX9713992	2018	D2	D	0.0167877	6588	False	True	no papG	2	blaEC-8;tet(34)	cephalosporin-hydrolyzing class C beta-lactamase EC-8;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721171-18	True	0		True	4	ERR10177524	SAMEA111331796	ERX9713993	2018	B2-1	B2	0.0116616	357	False	True	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	=32	<=16	NA	NA	NA	NA
721186-18	True	0		True	4	ERR10177525	SAMEA111331797	ERX9713994	2018	D1	D	0.00120098	69	False	True	no papG_papGII	10	aadA5;aph(3'')-Ib;aph(6)-Id;blaEC-8;blaTEM-1;dfrA17;qacEdelta1;sul1;sul2;tet(B)	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5;aminoglycoside O-phosphotransferase APH(3'')-Ib;aminoglycoside O-phosphotransferase APH(6)-Id;cephalosporin-hydrolyzing class C beta-lactamase EC-8;class A broad-spectrum beta-lactamase TEM-1;quaternary ammonium compound efflux SMR transporter QacE delta 1;sulfonamide-resistant dihydropteroate synthase Sul1;sulfonamide-resistant dihydropteroate synthase Sul2;tetracycline efflux MFS transporter Tet(B);trimethoprim-resistant dihydrofolate reductase DfrA17	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721189-18	True	0		True	4	ERR10177526	SAMEA111331798	ERX9713995	2018	B2-2	B2	0.0109006	95	False	True	no papG	2	blaEC-5;tet(34)	cephalosporin-hydrolyzing class C beta-lactamase EC-5;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	=32	<=16	NA	NA	NA	NA
721192-18	True	0		True	4	ERR10177527	SAMEA111331799	ERX9713996	2018	D1	D	0.00168245	69	False	True	no papG_papGII	1	blaEC-8	cephalosporin-hydrolyzing class C beta-lactamase EC-8	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721194-18	True	0		True	0	ERR10177528	SAMEA111331800	ERX9713997	2018	B2-2	B2	0.0024056	73	False	True	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721196-A-18	False	0		False	0	ERR10177529	SAMEA111331801	ERX9713998	2018	D2	D	0.0169478	6588	False	False	no papG	2	blaEC-8;tet(34)	cephalosporin-hydrolyzing class C beta-lactamase EC-8;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)														
721196-B-18	False	0		False	0	ERR10177530	SAMEA111331802	ERX9713999	2018	D1	D	0.0172076	6588	False	False	no papG	2	blaEC-8;tet(34)	cephalosporin-hydrolyzing class C beta-lactamase EC-8;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)														
721197-18	True	0		True	6	ERR10177531	SAMEA111331803	ERX9714000	2018	D1	D	0.00427662	69	False	True	no papG	1	blaEC-8	cephalosporin-hydrolyzing class C beta-lactamase EC-8	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721199-18	True	0		True	4	ERR10177532	SAMEA111331804	ERX9714001	2018	A	A	0.00992111	2139	False	True	no papG	2	blaEC-15;tet(34)	class C extended-spectrum beta-lactamase EC-15;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721211-18	True	0		True	5	ERR10177533	SAMEA111331805	ERX9714002	2018	D3	D	0.0150285	38	False	True	no papG	4	aph(3'')-Ib;aph(6)-Id;blaEC-8;sul2	aminoglycoside O-phosphotransferase APH(3'')-Ib;aminoglycoside O-phosphotransferase APH(6)-Id;cephalosporin-hydrolyzing class C beta-lactamase EC-8;sulfonamide-resistant dihydropteroate synthase Sul2	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721225-18	True	0		True	4	ERR10177534	SAMEA111331806	ERX9714003	2018	B2-2	B2	0.0129533	404	False	True	no papG	4	aadA1;blaEC-5;dfrA1;estX/sat2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1;bifunctional putative esterase EstX/streptothricin N-acetyltransferase Sat1;cephalosporin-hydrolyzing class C beta-lactamase EC-5;trimethoprim-resistant dihydrofolate reductase DfrA1	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721232-18	True	0		True	4	ERR10177535	SAMEA111331807	ERX9714004	2018	B2-1	B2	0.00527449	131	True	True	no papG	2	blaEC-5;blaTEM-34	cephalosporin-hydrolyzing class C beta-lactamase EC-5;inhibitor-resistant class A broad-spectrum beta-lactamase TEM-34	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721254-18	True	0		True	4	ERR10177536	SAMEA111331808	ERX9714005	2018	B2-1	B2	0.00099453	131	True	True	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	resistent	sensibel	sensibel	sensibel	sensibel	>=4	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721258-18	True	0		True	4	ERR10177537	SAMEA111331809	ERX9714006	2018	B2-2	B2	0.00277914	73	False	True	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5														
721260-18	True	0		True	4	ERR10177538	SAMEA111331810	ERX9714007	2018	B2-1	B2	0.00484773	131	True	True	no papG_papGIII	4	blaEC-5;blaTEM-40;qnrB19;qnrB47	cephalosporin-hydrolyzing class C beta-lactamase EC-5;inhibitor-resistant class A broad-spectrum beta-lactamase TEM-40;quinolone resistance pentapeptide repeat protein QnrB19;quinolone resistance pentapeptide repeat protein QnrB47	intermediär	sensibel	sensibel	sensibel	sensibel	=0.5	<=1	<=0.25	<=16	=32	NA	NA	NA	NA
721264-18	True	0		True	4	ERR10177539	SAMEA111331811	ERX9714008	2018	B1	B1	0.00877888	1304	False	True	no papG	1	blaEC-18	class C extended-spectrum beta-lactamase EC-18	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721272-18	True	0		True	4	ERR10177540	SAMEA111331812	ERX9714009	2018	B2-2	B2	0.00949519	127	False	True	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721291-18	True	0		True	4	ERR10177541	SAMEA111331813	ERX9714010	2018	B2-2	B2	0.00989216	141	False	True	no papG_papGIII	1	blaEC-19	class C extended-spectrum beta-lactamase EC-19	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721293-18	True	0		True	4	ERR10177542	SAMEA111331814	ERX9714011	2018	B2-2	B2	0.00268919	73	False	True	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721294-18	True	0		True	4	ERR10177543	SAMEA111331815	ERX9714012	2018	B2-2	B2	0.00407506	73*	False	True	no papG	2	blaEC-5;blaTEM-2	cephalosporin-hydrolyzing class C beta-lactamase EC-5;class A broad-spectrum beta-lactamase TEM-2	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721296-18	True	0		True	4	ERR10177544	SAMEA111331816	ERX9714013	2018	B2-2	B2	0.0102046	141	False	True	no papG_papGIII	1	blaEC-19	class C extended-spectrum beta-lactamase EC-19	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721299-18	True	0		True	8	ERR10177545	SAMEA111331817	ERX9714014	2018	B2-1	B2	0.00395703	131	True	False	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721303-18	True	0		True	4	ERR10177546	SAMEA111331818	ERX9714015	2018	B2-2	B2	0.00948708	127	False	False	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
721304-18	True	0		True	4	ERR10177547	SAMEA111331819	ERX9714016	2018	B2-2	B2	0.0022601	73	False	True	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721318-18	True	0		True	4	ERR10177548	SAMEA111331820	ERX9714017	2018	A	A	0.00589198	744	False	True	no papG	5	aph(3')-Ia;blaEC-8;catA1;tet(34);tet(B)	aminoglycoside O-phosphotransferase APH(3')-Ia;cephalosporin-hydrolyzing class C beta-lactamase EC-8;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34);tetracycline efflux MFS transporter Tet(B);type A-1 chloramphenicol O-acetyltransferase	resistent	sensibel	sensibel	sensibel	sensibel	>=4	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721334-18	True	0		True	4	ERR10177549	SAMEA111331821	ERX9714018	2018	B2-2	B2	0.00993353	NF*	False	True	no papG	2	blaEC-5;blaTEM-171	cephalosporin-hydrolyzing class C beta-lactamase EC-5;class A beta-lactamase TEM-171	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721335-18	True	0		True	4	ERR10177550	SAMEA111331822	ERX9714019	2018	D2	D	0.00142046	349	False	True	no papG	2	blaEC-8;tet(34)	cephalosporin-hydrolyzing class C beta-lactamase EC-8;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721342-18	True	0		True	4	ERR10177551	SAMEA111331823	ERX9714020	2018	B2-2	B2	0.00983025	355*	False	True	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721343-18	True	0		True	4	ERR10177552	SAMEA111331824	ERX9714021	2018	B2-2	B2	0.0135656	1193	False	True	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	resistent	sensibel	sensibel	sensibel	sensibel	>=4	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721369-18	True	0		True	4	ERR10177553	SAMEA111331825	ERX9714022	2018	D1	D	0.00538522	69	False	True	no papG	8	aadA1;blaEC-8;blaTEM-1;dfrA1;qacEdelta1;qnrS1;sul1;sul2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1;cephalosporin-hydrolyzing class C beta-lactamase EC-8;class A broad-spectrum beta-lactamase TEM-1;quaternary ammonium compound efflux SMR transporter QacE delta 1;quinolone resistance pentapeptide repeat protein QnrS1;sulfonamide-resistant dihydropteroate synthase Sul1;sulfonamide-resistant dihydropteroate synthase Sul2;trimethoprim-resistant dihydrofolate reductase DfrA1	intermediär	sensibel	sensibel	sensibel	sensibel	=0.5	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721373-18	True	0		True	4	ERR10177554	SAMEA111331826	ERX9714023	2018	B2-2	B2	0.0120619	95	False	True	no papG_papGII	4	blaEC-5;blaTEM-40;tet(34);tet(A)	cephalosporin-hydrolyzing class C beta-lactamase EC-5;inhibitor-resistant class A broad-spectrum beta-lactamase TEM-40;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34);tetracycline efflux MFS transporter Tet(A)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721379-18	True	0		True	4	ERR10177555	SAMEA111331827	ERX9714024	2018	D1	D	0.00428584	69	False	False	no papG	1	blaEC-8	cephalosporin-hydrolyzing class C beta-lactamase EC-8	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721402-18	True	0		True	4	ERR10177556	SAMEA111331828	ERX9714025	2018	B1	B1	0.00795995	602	False	True	no papG	2	blaEC-18;tet(34)	class C extended-spectrum beta-lactamase EC-18;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721428-18	True	0		True	4	ERR10177557	SAMEA111331829	ERX9714026	2018	D1	D	0.00400838	69	False	True	no papG	1	blaEC-8	cephalosporin-hydrolyzing class C beta-lactamase EC-8	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721440-18	True	0		True	4	ERR10177558	SAMEA111331830	ERX9714027	2018	D3	D	0.0142263	38	False	True	no papG	1	blaEC-8	cephalosporin-hydrolyzing class C beta-lactamase EC-8	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721443-18	True	0		True	4	ERR10177559	SAMEA111331831	ERX9714028	2018	A	A	0.00429506	10	False	True	no papG	2	blaEC-8;tet(34)	cephalosporin-hydrolyzing class C beta-lactamase EC-8;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721446-18	True	0		True	4	ERR10177560	SAMEA111331832	ERX9714029	2018	B2-2	B2	0.0133938	1193	False	True	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	resistent	sensibel	sensibel	sensibel	sensibel	>=4	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721454-18	True	0		True	4	ERR10177561	SAMEA111331833	ERX9714030	2018	B2-1	B2	0.00099453	131	True	True	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	resistent	resistent	sensibel	sensibel	sensibel	>=4	>=64	<=0.25	<=16	<=16	NA	NA	NA	NA
721467-18	True	0		True	4	ERR10177562	SAMEA111331834	ERX9714031	2018	B2-2	B2	0.0103943	95	False	True	no papG_papGII	2	blaEC-5;tet(34)	cephalosporin-hydrolyzing class C beta-lactamase EC-5;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721474-18	True	0		True	4	ERR10177563	SAMEA111331835	ERX9714032	2018	B2-1	B2	0.00105289	131	True	True	no papG_papGII	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	resistent	resistent	sensibel	sensibel	sensibel	>=4	>=64	<=0.25	<=16	<=16	NA	NA	NA	NA
