site,drug,stratum_type,stratum_value,n,n_r,n_s,auc,mean_prob_r,mean_prob_s,adequacy_label,interpretation
DRIAMS-B,Norflox,exact_background_signature,Ciprofloxacin=R|Amoxicillin-Clavulanic acid=U|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,2,2,0,,0.745903,,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Norflox,exact_background_signature,Ciprofloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R|Cefepime=R,7,2,5,0.8,0.554341,0.403028,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Norflox,exact_background_signature,Ciprofloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R|Cefepime=S,3,2,1,0.0,0.0264564,0.877042,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Norflox,exact_background_signature,Ciprofloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,14,0,14,,,0.388676,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Norflox,exact_background_signature,Ciprofloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,114,5,109,0.343119,0.178483,0.343153,interpretable,weak_or_reversed_in_stratum
DRIAMS-B,Norflox,exact_background_signature,Ciprofloxacin=S|Amoxicillin-Clavulanic acid=U|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,13,1,12,0.833333,0.815339,0.430765,underpowered_low_n,do_not_overinterpret
DRIAMS-B,Norflox,exact_background_signature,Ciprofloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R|Cefepime=R,1,1,0,,0.0729246,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Amox-Clav,background_resistance_burden,0,630,99,531,0.500713,0.470079,0.469729,interpretable,weak_or_reversed_in_stratum
DRIAMS-C,Amox-Clav,background_resistance_burden,1,58,26,32,0.46875,0.541061,0.559524,interpretable,weak_or_reversed_in_stratum
DRIAMS-C,Amox-Clav,background_resistance_burden,2,103,49,54,0.42706,0.521918,0.562463,interpretable,weak_or_reversed_in_stratum
DRIAMS-C,Amox-Clav,background_resistance_burden,3,42,11,31,0.16129,0.40696,0.586203,interpretable,weak_or_reversed_in_stratum
DRIAMS-C,Amox-Clav,background_resistance_burden,4,29,13,16,0.211538,0.536703,0.706066,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Amox-Clav,background_resistance_burden,5,40,32,8,0.765625,0.644731,0.505943,interpretable,signal_retained_in_stratum
DRIAMS-C,Amox-Clav,background_resistance_burden_bin,multi,214,105,109,0.438969,0.549134,0.586146,interpretable,weak_or_reversed_in_stratum
DRIAMS-C,Amox-Clav,background_resistance_burden_bin,none,630,99,531,0.500713,0.470079,0.469729,interpretable,weak_or_reversed_in_stratum
DRIAMS-C,Amox-Clav,background_resistance_burden_bin,single,58,26,32,0.46875,0.541061,0.559524,interpretable,weak_or_reversed_in_stratum
DRIAMS-C,Amox-Clav,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Ceftriaxone=R|Ceftazidime=R|Cefepime=R,40,32,8,0.765625,0.644731,0.505943,interpretable,signal_retained_in_stratum
DRIAMS-C,Amox-Clav,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Ceftriaxone=R|Ceftazidime=R|Cefepime=U,2,1,1,0.0,0.360865,0.798838,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Amox-Clav,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Ceftriaxone=R|Ceftazidime=S|Cefepime=R,1,1,0,,0.73073,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Amox-Clav,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Ceftriaxone=R|Ceftazidime=S|Cefepime=S,5,0,5,,,0.680021,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Amox-Clav,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Ceftriaxone=R|Ceftazidime=U|Cefepime=S,1,0,1,,,0.536551,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Amox-Clav,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Ceftriaxone=R|Ceftazidime=U|Cefepime=U,1,0,1,,,0.758476,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Amox-Clav,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Ceftriaxone=S|Ceftazidime=R|Cefepime=S,2,2,0,,0.575354,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Amox-Clav,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,8,6,2,0.916667,0.643866,0.442394,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Amox-Clav,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Ceftriaxone=S|Ceftazidime=S|Cefepime=U,58,14,44,0.530844,0.600104,0.587938,interpretable,weak_or_reversed_in_stratum
DRIAMS-C,Amox-Clav,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=R|Cefepime=R,26,11,15,0.212121,0.53505,0.699881,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Amox-Clav,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=R|Cefepime=U,1,1,0,,0.43853,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Amox-Clav,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=U|Cefepime=U,1,0,1,,,0.595061,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Amox-Clav,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Ceftriaxone=S|Ceftazidime=S|Cefepime=R,3,3,0,,0.510442,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Amox-Clav,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,39,18,21,0.492063,0.555504,0.557126,interpretable,weak_or_reversed_in_stratum
DRIAMS-C,Amox-Clav,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Ceftriaxone=R|Ceftazidime=R|Cefepime=R,24,4,20,0.0875,0.36603,0.566643,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Amox-Clav,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Ceftriaxone=R|Ceftazidime=R|Cefepime=S,16,14,2,0.321429,0.400569,0.434729,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Amox-Clav,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Ceftriaxone=R|Ceftazidime=R|Cefepime=U,8,5,3,0.6,0.524303,0.433167,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Amox-Clav,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Ceftriaxone=R|Ceftazidime=S|Cefepime=R,2,2,0,,0.46058,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Amox-Clav,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Ceftriaxone=R|Ceftazidime=S|Cefepime=S,5,0,5,,,0.601189,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Amox-Clav,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Ceftriaxone=S|Ceftazidime=R|Cefepime=S,1,1,0,,0.730459,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Amox-Clav,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,28,7,21,0.748299,0.535949,0.413021,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Amox-Clav,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Ceftriaxone=S|Ceftazidime=S|Cefepime=U,225,21,204,0.544118,0.460558,0.449198,interpretable,weak_or_reversed_in_stratum
DRIAMS-C,Amox-Clav,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Ceftriaxone=S|Ceftazidime=U|Cefepime=S,4,4,0,,0.389055,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Amox-Clav,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Ceftriaxone=U|Ceftazidime=R|Cefepime=S,1,0,1,,,0.457349,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Amox-Clav,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Ceftriaxone=U|Ceftazidime=S|Cefepime=S,6,0,6,,,0.561875,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Amox-Clav,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Ceftriaxone=U|Ceftazidime=U|Cefepime=R,1,0,1,,,0.335968,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Amox-Clav,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=R|Cefepime=R,8,4,4,0.125,0.355801,0.536071,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Amox-Clav,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=R|Cefepime=S,4,4,0,,0.49626,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Amox-Clav,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=R|Cefepime=U,1,1,0,,0.642333,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Amox-Clav,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=S|Cefepime=R,2,0,2,,,0.427471,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Amox-Clav,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Ceftriaxone=S|Ceftazidime=R|Cefepime=S,3,3,0,,0.464017,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Amox-Clav,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Ceftriaxone=S|Ceftazidime=S|Cefepime=R,2,2,0,,0.537584,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Amox-Clav,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,349,65,284,0.466847,0.464141,0.480036,interpretable,weak_or_reversed_in_stratum
DRIAMS-C,Amox-Clav,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Ceftriaxone=U|Ceftazidime=R|Cefepime=S,2,2,0,,0.435413,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Amox-Clav,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,6,2,4,0.875,0.694536,0.53038,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Amox-Clav,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Ceftriaxone=S|Ceftazidime=S|Cefepime=U,12,0,12,,,0.60776,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Amox-Clav,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Ceftriaxone=U|Ceftazidime=U|Cefepime=R,4,0,4,,,0.601461,underpowered_low_n,do_not_overinterpret
DRIAMS-C,FEP,background_resistance_burden,0,336,5,331,0.614502,0.333799,0.203651,interpretable,signal_retained_in_stratum
DRIAMS-C,FEP,background_resistance_burden,1,109,4,105,0.464286,0.148932,0.224594,interpretable,weak_or_reversed_in_stratum
DRIAMS-C,FEP,background_resistance_burden,2,57,29,28,0.551724,0.288921,0.269676,interpretable,borderline_in_stratum
DRIAMS-C,FEP,background_resistance_burden,3,53,23,30,0.598551,0.394997,0.26447,interpretable,borderline_in_stratum
DRIAMS-C,FEP,background_resistance_burden,4,22,20,2,0.325,0.259288,0.350974,underpowered_low_n,do_not_overinterpret
DRIAMS-C,FEP,background_resistance_burden,5,32,32,0,,0.506209,,underpowered_low_susceptible,do_not_overinterpret
DRIAMS-C,FEP,background_resistance_burden_bin,multi,164,104,60,0.608814,0.373539,0.269783,interpretable,signal_retained_in_stratum
DRIAMS-C,FEP,background_resistance_burden_bin,none,336,5,331,0.614502,0.333799,0.203651,interpretable,signal_retained_in_stratum
DRIAMS-C,FEP,background_resistance_burden_bin,single,109,4,105,0.464286,0.148932,0.224594,interpretable,weak_or_reversed_in_stratum
DRIAMS-C,FEP,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R,32,32,0,,0.506209,,underpowered_low_susceptible,do_not_overinterpret
DRIAMS-C,FEP,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=S,1,1,0,,0.574261,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,FEP,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=R,2,0,2,,,0.350974,underpowered_low_n,do_not_overinterpret
DRIAMS-C,FEP,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=S,6,0,6,,,0.4987,underpowered_low_n,do_not_overinterpret
DRIAMS-C,FEP,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=R,8,8,0,,0.196467,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,FEP,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=S,5,0,5,,,0.588411,underpowered_low_n,do_not_overinterpret
DRIAMS-C,FEP,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=U,1,0,1,,,0.243182,underpowered_low_n,do_not_overinterpret
DRIAMS-C,FEP,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Ceftazidime=S,2,0,2,,,0.121158,underpowered_low_n,do_not_overinterpret
DRIAMS-C,FEP,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R,11,11,0,,0.276341,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,FEP,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=S,21,3,18,0.481481,0.217079,0.330702,underpowered_low_n,do_not_overinterpret
DRIAMS-C,FEP,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=R,15,15,0,,0.582955,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,FEP,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Ceftazidime=S,21,0,21,,,0.331654,underpowered_low_n,do_not_overinterpret
DRIAMS-C,FEP,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R,18,4,14,0.428571,0.050532,0.0846685,underpowered_low_n,do_not_overinterpret
DRIAMS-C,FEP,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=S,2,2,0,,0.242645,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,FEP,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=R,1,0,1,,,0.568751,underpowered_low_n,do_not_overinterpret
DRIAMS-C,FEP,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=S,7,0,7,,,0.235461,underpowered_low_n,do_not_overinterpret
DRIAMS-C,FEP,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=U,4,0,4,,,0.0535993,underpowered_low_n,do_not_overinterpret
DRIAMS-C,FEP,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=R,22,20,2,0.75,0.307444,0.0942401,underpowered_low_n,do_not_overinterpret
DRIAMS-C,FEP,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=S,5,0,5,,,0.408348,underpowered_low_n,do_not_overinterpret
DRIAMS-C,FEP,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Ceftazidime=S,21,0,21,,,0.144243,underpowered_low_n,do_not_overinterpret
DRIAMS-C,FEP,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=U|Ceftazidime=R,1,0,1,,,0.0990266,underpowered_low_n,do_not_overinterpret
DRIAMS-C,FEP,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=U|Ceftazidime=S,6,0,6,,,0.334586,underpowered_low_n,do_not_overinterpret
DRIAMS-C,FEP,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=U|Ceftazidime=U,1,1,0,,0.0279957,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,FEP,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R,8,4,4,0.1875,0.0346208,0.14283,underpowered_low_n,do_not_overinterpret
DRIAMS-C,FEP,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=R,3,0,3,,,0.130298,underpowered_low_n,do_not_overinterpret
DRIAMS-C,FEP,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=S,67,2,65,0.669231,0.219469,0.176107,underpowered_low_resistant,do_not_overinterpret
DRIAMS-C,FEP,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=U|Ceftazidime=R,2,0,2,,,0.103925,underpowered_low_n,do_not_overinterpret
DRIAMS-C,FEP,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=R,4,4,0,,0.27333,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,FEP,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=S,2,2,0,,0.0783954,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,FEP,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Ceftazidime=S,284,0,284,,,0.198182,underpowered_low_resistant,do_not_overinterpret
DRIAMS-C,FEP,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=U|Ceftriaxone=S|Ceftazidime=S,3,0,3,,,0.438239,underpowered_low_n,do_not_overinterpret
DRIAMS-C,FEP,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=S,2,0,2,,,0.583632,underpowered_low_n,do_not_overinterpret
DRIAMS-C,FEP,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Ceftazidime=S,4,0,4,,,0.241822,underpowered_low_n,do_not_overinterpret
DRIAMS-C,FEP,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=U|Ceftazidime=U,4,4,0,,0.41025,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,FEP,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=U|Ceftriaxone=S|Ceftazidime=S,6,0,6,,,0.314064,underpowered_low_n,do_not_overinterpret
DRIAMS-C,FEP,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=U|Ceftriaxone=S|Ceftazidime=U,7,0,7,,,0.274548,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CAZ,background_resistance_burden,0,550,1,549,0.51184,0.130684,0.220783,underpowered_low_resistant,do_not_overinterpret
DRIAMS-C,CAZ,background_resistance_burden,1,132,11,121,0.459053,0.183984,0.248762,interpretable,weak_or_reversed_in_stratum
DRIAMS-C,CAZ,background_resistance_burden,2,116,48,68,0.393076,0.262553,0.373021,interpretable,weak_or_reversed_in_stratum
DRIAMS-C,CAZ,background_resistance_burden,3,57,27,30,0.477778,0.4343,0.454223,interpretable,weak_or_reversed_in_stratum
DRIAMS-C,CAZ,background_resistance_burden,4,20,20,0,,0.288789,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CAZ,background_resistance_burden,5,33,32,1,0.4375,0.559018,0.680632,underpowered_low_susceptible,do_not_overinterpret
DRIAMS-C,CAZ,background_resistance_burden_bin,multi,226,127,99,0.472759,0.377897,0.400735,interpretable,weak_or_reversed_in_stratum
DRIAMS-C,CAZ,background_resistance_burden_bin,none,550,1,549,0.51184,0.130684,0.220783,underpowered_low_resistant,do_not_overinterpret
DRIAMS-C,CAZ,background_resistance_burden_bin,single,132,11,121,0.459053,0.183984,0.248762,interpretable,weak_or_reversed_in_stratum
DRIAMS-C,CAZ,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Cefepime=R,33,32,1,0.4375,0.559018,0.680632,underpowered_low_susceptible,do_not_overinterpret
DRIAMS-C,CAZ,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Cefepime=U,1,1,0,,0.0382958,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CAZ,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Cefepime=S,8,2,6,0.333333,0.394536,0.550265,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CAZ,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Cefepime=U,14,0,14,,,0.419252,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CAZ,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Cefepime=R,8,8,0,,0.254055,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CAZ,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Cefepime=S,5,0,5,,,0.62455,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CAZ,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Cefepime=U,1,1,0,,0.833687,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CAZ,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Cefepime=S,2,0,2,,,0.16788,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CAZ,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Cefepime=U,44,0,44,,,0.400468,underpowered_low_resistant,do_not_overinterpret
DRIAMS-C,CAZ,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Cefepime=R,11,11,0,,0.336822,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CAZ,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Cefepime=U,1,1,0,,0.140749,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CAZ,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Cefepime=R,3,0,3,,,0.254139,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CAZ,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Cefepime=S,18,0,18,,,0.367507,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CAZ,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Cefepime=R,15,15,0,,0.632852,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CAZ,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Cefepime=S,21,0,21,,,0.380285,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CAZ,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Cefepime=R,6,4,2,0.375,0.0708054,0.285196,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CAZ,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Cefepime=S,14,14,0,,0.108515,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CAZ,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Cefepime=U,5,5,0,,0.271326,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CAZ,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Cefepime=S,8,1,7,0.857143,0.633256,0.274339,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CAZ,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Cefepime=U,21,0,21,,,0.152952,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CAZ,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Cefepime=R,20,20,0,,0.359007,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CAZ,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Cefepime=S,7,2,5,0.1,0.123885,0.451554,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CAZ,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Cefepime=U,3,3,0,,0.112935,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CAZ,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Cefepime=S,21,0,21,,,0.169502,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CAZ,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Cefepime=U,204,0,204,,,0.176908,underpowered_low_resistant,do_not_overinterpret
